Park Name,slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Park Header,Park type,Description,Street Address,latitude,longitude,City,Province,Postal Code,Fenced,Separate Small Dog Area,Surface type,Size,Water source available,Benches,Shaded area,Waste bins,Bag Dispensers,Parking Available,Washrooms nearby,Operating hours,Seasonal Restrictions,Park Website or Source,Google Maps Link,Tags,Notes / Comments,Intro Paragraph,Media,Reviewed On,Meta Title,Meta Description,Dog Park FAQs,Park Rules,Public Notes
Trafalgar Sports Park,trafalgar-sports-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,684cbf9b568c5d80f5bfceec,false,false,Sat Jun 14 2025 00:17:31 GMT+0000 (Coordinated Universal Time),Sat Jun 14 2025 13:11:01 GMT+0000 (Coordinated Universal Time),Sat Jun 14 2025 20:44:56 GMT+0000 (Coordinated Universal Time),"Trafalgar Sports Park Leash-Free Dog Park in Halton Hills, Ontario",Leash Free,"<p>Trafalgar Sports Park features a designated leash-free area located within the larger multi-use sports complex. The fenced dog park offers open space for dogs to run, socialize, and play off-leash safely.</p>",11494 Trafalgar Rd,43.637460601666895,-79.93447011006359,Halton Hills,Ontario,L7G 4S4,Yes,Unknown,Grass,Approx. 1 acre,No,Yes,Minimal,Yes,Yes,Yes,Yes,7:00 AM – 9:00 PM,None,https://www.haltonhills.ca/en/explore-and-play/leash-free-dog-parks.aspx,"https://www.google.com/maps/place/Trafalgar+Sports+Park+-+Leash+Free+Park/@43.6354338,-79.9378045,16.09z/data=!4m14!1m7!3m6!1s0x882b739c4080a83f:0x5ed60f2ec04f6f09!2sTrafalgar+Sports+Park!8m2!3d43.6331145!4d-79.9384241!16s%2Fg%2F11gl3hctvy!3m5!1s0x882b732c0a3a5417:0x28bccf5b6e257ed5!8m2!3d43.6372163!4d-79.9345027!16s%2Fg%2F11pf7n7855!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D","leash-free, fenced, grass, sports complex",<p>Located adjacent to sports fields within Trafalgar Sports Park.</p>,<p>Trafalgar Sports Park includes a fenced leash-free area where Halton Hills dogs can safely run and play off-leash beside the sports fields.</p>,,,,,,,
Transfer Beach Park,transfer-beach-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68715b681608ec952ec0331e,false,false,Fri Jul 11 2025 18:43:52 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 23:27:20 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 01:27:16 GMT+0000 (Coordinated Universal Time),Transfer Beach Park | Ladysmith Waterfront Park Guide,Waterfront park,"<p>Transfer Beach Park is a major Ladysmith waterfront park with harbour views, lawns, picnic areas, and family amenities, but current dog rules should be verified on site rather than assumed to be off leash.</p>",Off Transfer Beach Boulevard,49.02956135061539,-123.82552548786344,Ladysmith,British Columbia,V9G 1A4,No,No,"Grass lawn, shoreline edge, paved waterfront path",Large waterfront community park,Natural waterfront access,Yes,Yes - mature tree cover and shelters,Yes - verify on arrival,Unknown - verify on arrival,Yes,Yes,Verify posted park hours on arrival,Check current site signage and event restrictions,https://www.ladysmith.ca/our-services/parks-recreation/parks/,https://www.google.com/maps/search/?api=1&query=Transfer+Beach+Park+Ladysmith+BC,"park-guide,ladysmith,waterfront-park,verify-dog-rules,transfer-beach-park","<p>Primary source context comes from the Ladysmith-area park and event ecosystem, including public-facing Transfer Beach materials and tourism references that clearly establish the park as a major waterfront gathering space. Those sources do not provide a sufficiently clear current municipal off-leash designation to support the old dog-park framing, so this update keeps the dog guidance conservative. Reviewed on August 4, 2026.</p>","<p>Transfer Beach Park is one of Ladysmith&apos;s signature <strong>waterfront community parks</strong>, with harbour views, picnic lawns, playground space, and shoreline walking areas, but it should not be treated as a clearly verified off-leash dog park.</p>",,2026-08-04,Transfer Beach Park | Ladysmith Waterfront Park Guide | LeashFree.ca,"Source-backed guide to Transfer Beach Park in Ladysmith, including the waterfront promenade, playground and picnic amenities, harbour views, and the need to verify current dog rules on site rather than assume off-leash access.",,,
Trinity Bellwoods Park,trinity-bellwoods-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68434db1135cda04dcae0907,false,false,Fri Jun 06 2025 20:21:05 GMT+0000 (Coordinated Universal Time),Fri Jun 13 2025 19:32:54 GMT+0000 (Coordinated Universal Time),Sat Jun 14 2025 00:09:21 GMT+0000 (Coordinated Universal Time),Trinity Bellwoods Park (Leash-Free Dog Bowl),Leash Free,"<p>Trinity Bellwoods Park features the famous Dog Bowl — a large, sloped, off-leash area that’s become a social hub for dog lovers. With expansive grassy space and full fencing, it accommodates dogs of all sizes.</p>",790 Queen St W,43.64854178203017,-79.41412061783817,Toronto,Ontario,M6J 1G3,Yes,No,Grass,Approx. 2 acres,Yes,Yes,Yes,Yes,Yes,Street parking,Yes,7:00 AM – 11:00 PM,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=241,"https://www.google.com/maps/place/Trinity+Bellwoods+Park+Dog+Bowl/@43.648501,-79.4140992,18z/data=!4m14!1m7!3m6!1s0x882b34fb59eedcdb:0x3fb22c8aefb75bb!2sTrinity+Bellwoods+Park!8m2!3d43.6472825!4d-79.4137246!16zL20vMDR3NTd6!3m5!1s0x882b34fb4ad27947:0x44d4128ca446f32e!8m2!3d43.648477!4d-79.4141341!16s%2Fg%2F11bzq2_6zl!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D","dog bowl, leash-free, social, downtown, large space",<p>Very popular — can be crowded on weekends.</p>,"<p>Trinity Bellwoods’ Dog Bowl is one of Toronto’s best-known leash-free zones, with spacious grassy slopes and a vibrant dog community.</p>",,,,,,,
Truro-Bible Hill Off-Leash Dog Park,truro-bible-hill-off-leash-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68b8595a8865f6f6e90b1538,false,false,Wed Sep 03 2025 15:06:02 GMT+0000 (Coordinated Universal Time),Wed Sep 03 2025 19:49:10 GMT+0000 (Coordinated Universal Time),Sat Sep 06 2025 19:21:07 GMT+0000 (Coordinated Universal Time),Truro-Bible Hill Off-Leash Dog Park,Leash Free,"<p>Official shared off-leash dog park in Truro and Bible Hill with a fenced layout, small-dog area, and more than one hectare of space.</p>",514 Marshland Drive,45.3704,-63.2785,Truro,NS,,Yes,Yes,"grass, natural",More than 1 hectare,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Open seven days a week,Unknown,https://www.biblehill.ca/truro-bible-hill-off-leash-dog-park,https://www.google.com/maps?q=Truro-Bible+Hill+Off+Leash+Dog+Park+514+Marshland+Drive,"leash-free, fenced, small-dog-area, water","<p>Official municipal sources say the park is located at 514 Marshland Drive, includes a small-dog area, contains more than a hectare of fenced property, and is open seven days a week.</p>",<p>Truro-Bible Hill Off-Leash Dog Park is the shared public off-leash facility published by the Town of Truro and the Village of Bible Hill.</p>,,2026-07-29,Truro-Bible Hill Off-Leash Dog Park | Truro Dog Park | LeashFree.ca,"Source-backed profile for Truro-Bible Hill Off-Leash Dog Park, covering the official 514 Marshland Drive location, small-dog area, more-than-one-hectare fenced layout, published rules, and Town of Truro licensing context.",,,
Upton Farm Off-Leash Area,upton-farm-off-leash-area,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68b8a29634141d6c74dc2fab,false,false,Wed Sep 03 2025 20:18:30 GMT+0000 (Coordinated Universal Time),Wed Sep 03 2025 20:18:52 GMT+0000 (Coordinated Universal Time),Sat Sep 06 2025 19:21:07 GMT+0000 (Coordinated Universal Time),Upton Farm Off-Leash Dog Park,Leash Free,"<p>Expansive 20-acre woodland off-leash area in the New Glasgow region, providing natural trails and open space for dogs to run and explore.</p>","Upton Farm, New Glasgow Region",45.58,-62.65,New Glasgow,NS,,No,No,"grass, forest trails",Large (20 acres),Unknown,Unknown,Yes,Unknown,Not specified,Yes,No,Dawn - Dusk,,https://www.bringfido.com/attraction/parks/city/new_glasgow_ns_ca/,https://www.google.com/maps?q=Upton+Farm+Dog+Park+NS,"leash-free, trails, wooded, large-area",<p>Natural woodland area used as an off-leash dog park. Not fenced but spacious and widely used.</p>,"<p>Upton Farm Off-Leash Area is a large wooded dog-friendly space in the New Glasgow area, offering trails and open land for dogs to enjoy off-leash freedom.</p>",,,,,,,
Valdez Park,valdez-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6838bee7a95bcfcdc3ea3f5f,false,false,Thu May 29 2025 20:09:11 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:37:10 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:38:18 GMT+0000 (Coordinated Universal Time),Valdez Park (off-leash dog park),Leash Free,"<p>Valdez Park stands out as one of Vancouver's designated off-leash parks in BC. Covering 7683 square meters, it has a grass base that supports active dog activities. Valdez Park operates 6 AM to 10 AM &amp; 5 PM to 10 PM, where the environment includes comfortable benches, offers shady spots, and is close to limited facilities. Does not include water access. It’s a great space to let your pup roam and meet other dogs.</p>",3210 W 22nd Avenue Vancouver B,,,Vancouver,BC,,,,Grass,,No,Yes,Yes,No,,,No,6 AM to 10 AM & 5 PM to 10 PM,,,,,,"<p>Valdez Park is a well-loved off-leash dog park in Vancouver. This park features a grass surface and an open space for dogs to roam freely. It provides no water access, minimal shade, and limited seating, making it a great destination for local dog owners to relax and let their pets socialize.</p>",https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6da378932f0d55bef8_border-collie-in-open-grassy-dog-park.png,,,,,,
Varsity Estates Park,varsity-estates-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,683a5575e7fa98fb51a33db8,false,false,Sat May 31 2025 01:03:49 GMT+0000 (Coordinated Universal Time),Sat May 31 2025 01:41:01 GMT+0000 (Coordinated Universal Time),Sat May 31 2025 02:01:43 GMT+0000 (Coordinated Universal Time),Varsity Estates Park (Leash-Free Dog Area),Leash Free,<p>Varsity Estates Park is a community green space in northwest Calgary with a designated off-leash area. Dogs can roam a large open field surrounded by mature trees in a peaceful neighborhood setting.</p>,53 Varsity Estates Terrace NW,,,Calgary,Alberta,T3B 2W8,No,Unknown,Grass,,No,Yes,Yes,Yes,,,No,5:00 AM – 11:00 PM,,https://www.calgary.ca/parks/off-leash-areas.html,https://www.google.com/maps/place/Varsity+Estates+Park/,"off-leash, neighborhood park, grass field, trees",<p>Quiet residential area; not heavily trafficked.</p>,"<p>Varsity Estates Park offers a quiet off-leash escape in northwest Calgary, ideal for dogs that enjoy open grass space and shade from surrounding trees.</p>",https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/683a5e1c8e482b390ba3cfc4_varsity-estates-park-sign.png,,,,,,
Vedder Park,vedder-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68708507f0f3d0089e8711f8,false,false,Fri Jul 11 2025 03:29:11 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 03:31:26 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 12:18:36 GMT+0000 (Coordinated Universal Time),Vedder Park Leash-Free Dog Park,Leash Free,"<p>Vedder Park in Chilliwack features a designated off-leash trail section along the Vedder River, ideal for dogs who love to run and swim.</p>",45450 Petawawa Rd,49.10989367852835,-121.971370243559,Chilliwack,British Columbia,V2R 3M9,No,No,"gravel, trail, grass",Large,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6 am – 10 pm,None,https://www.chilliwack.com/main/page.cfm?id=945,"https://www.google.com/maps/place/Vedder+Park/@49.1467378,-122.1238055,11z/data=!4m10!1m2!2m1!1sdog+park+near+Chilliwack,+BC!3m6!1s0x54844785d4c5523d:0x137874ed73dcfead!8m2!3d49.098109!4d-121.9680021!15sChxkb2cgcGFyayBuZWFyIENoaWxsaXdhY2ssIEJDWh0iG2RvZyBwYXJrIG5lYXIgY2hpbGxpd2FjayBiY5IBBHBhcmuaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUk9NSEpFV1ZWQkVBRaoBXQoJL20vMGJ0OWxyEAEqDCIIZG9nIHBhcmsoADIfEAEiG3AZVBY_W0VnI-9Q0-A-rxV5QLlyoKx07XA8dzIfEAIiG2RvZyBwYXJrIG5lYXIgY2hpbGxpd2FjayBiY-ABAPoBBQiXAhBL!16s%2Fg%2F11h64vhzc8!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDcwOC4wIKXMDSoASAFQAw%3D%3D","leash-free,river,trails,benches",<p>Dogs allowed off-leash in marked trail zones only.</p>,"<p>Vedder Park is a scenic leash-free trail destination along the Vedder River in Chilliwack, offering plenty of space for dogs to roam and swim.</p>",,,,,,,
Vermont Square Park,vermont-square-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6843493f8b49c32bfaaa73de,false,false,Fri Jun 06 2025 20:02:07 GMT+0000 (Coordinated Universal Time),Fri Jun 13 2025 23:17:27 GMT+0000 (Coordinated Universal Time),Sat Jun 14 2025 00:09:21 GMT+0000 (Coordinated Universal Time),Vermont Square Park (Leash-Free Dog Area),Leash Free,"<p>Located in the Annex, Vermont Square Park offers a compact fenced leash-free area with a gravel surface. It’s surrounded by mature trees and includes benches, making it a local favorite for quick dog play sessions.</p>",819 Palmerston Ave,43.67039044821188,-79.41515440233037,Toronto,Ontario,M6G 2R8,Yes,No,Gravel,Approx. 0.3 acres,No,Yes,Yes,Yes,Yes,Street parking,Yes,7:00 AM – 9:00 PM,None,,"https://www.google.com/maps/place/Vermont+Square+Park/@43.6703993,-79.4150555,18.82z/data=!4m6!3m5!1s0x882b348ff304c331:0xcbb9c0cd2718e225!8m2!3d43.6703353!4d-79.4151768!16s%2Fg%2F1thd79mh!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxMS4wIKXMDSoASAFQAw%3D%3D","leash-free, gravel, shaded, benches","<p>Compact but clean, great for quick visits.</p>","<p>Vermont Square Park is a fenced urban dog area in the Annex with shade, benches, and a gravel surface for safe, contained play.</p>",,,,,,,
Warden Woods,warden-woods,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6842d51f8c60132ee1c6d7ac,false,false,Fri Jun 06 2025 11:46:39 GMT+0000 (Coordinated Universal Time),Fri Jun 06 2025 11:50:22 GMT+0000 (Coordinated Universal Time),Fri Jun 06 2025 12:03:11 GMT+0000 (Coordinated Universal Time),Warden Woods Park (Leash-Free Trail Area),Leash Free,"<p>Warden Woods Park offers a leash-free trail experience winding through a mature forest alongside Taylor-Massey Creek. Although not fenced, the wide natural trails provide ample space for dogs to roam under supervision. It’s a scenic spot that attracts dog owners who enjoy quiet nature walks with their pets.</p>",125 Pharmacy Ave,43.6985288879667,-79.28481940277058,Toronto,Ontario,M1L 3E7,No,No,Dirt and natural trail,Approx. 3 acres of open trail access,No,No,Yes,Yes,No,Street parking only,Yes,7:00 AM – 9:00 PM,Trails may be muddy or icy depending on the season,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=441,"https://www.google.com/maps/place/Warden+Woods+Off-Leash+Dog+Park/@43.6980867,-79.2873943,16z/data=!3m1!4b1!4m6!3m5!1s0x89d4ce849f5ba2bb:0x8d81ca7ffdd1310d!8m2!3d43.6980829!4d-79.2848194!16s%2Fg%2F1pt_sdnkn?entry=ttu&g_ep=EgoyMDI1MDYwMy4wIKXMDSoASAFQAw%3D%3D","off-leash trail, wooded, shaded, natural terrain, no fencing","<p>Due to the lack of fencing, dogs should have reliable recall; popular among off-leash hiking enthusiasts.</p>","<p>Warden Woods Park features an off-leash trail experience through dense forest and alongside a creek, perfect for dog owners looking for a peaceful nature escape in Toronto's east end.</p>",https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6842d5f9f643bafba72bb0ff_Warden%20Woods%20Park.jpg,,,,,,
Warman Off-Leash Dog Park,warman-off-leash-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6871cbbee8c17297c0eba519,false,false,Sat Jul 12 2025 02:43:10 GMT+0000 (Coordinated Universal Time),Sat Jul 25 2026 12:00:00 GMT+0000 (Coordinated Universal Time),Sat Jul 25 2026 12:00:00 GMT+0000 (Coordinated Universal Time),Warman Off-Leash Dog Park,Leash Free,"<p>Warman Off-Leash Dog Park is the City of Warman's official municipal off-leash dog park. The city places it on Central Street on the east side of Warman and, on its parks page, more specifically at the Central Street East entrance by the train monument.The off-leash page says the park offers just over 20 acres of open space, while the parks page says it offers just under 12 acres. Because the municipality itself is inconsistent here, this guide avoids claiming an exact acreage and prioritizes the rules and visit details the city clearly does publish.</p><p>Those published rules are practical: the park is for licensed pets only, dogs must have a valid licence tag, wear a collar, and be vaccinated, dogs must be leashed entering and exiting the fenced area, handlers must have a leash with them at all times, waste must be disposed of immediately, and if dogs get into an altercation the dogs must be leashed and both owners and dogs must leave immediately. Warman's pet-licensing page also says city licences currently cost $25 for the lifetime of the animal.</p>","Central Street East entrance into Warman, by the train monument",52.3186,-106.5782,Warman,Saskatchewan,,Yes,Unknown,"Open grass space, walking paths, and pond edge",City pages conflict on acreage; verify locally,"Unknown - pond area is published, drinking water is not",Unknown,Unknown,Yes,Yes,Unknown - verify on arrival,Unknown,"Hours not posted on the official city pages reviewed July 25, 2026","None published on the city pages reviewed July 25, 2026",https://warman.ca/678/Off-Leash-Dog-Park,https://www.google.com/maps/search/?api=1&query=Warman+Off-Leash+Dog+Park+Central+Street+East+Warman+SK,"leash-free, Warman, Saskatchewan, municipal dog park","<p>Primary official park source: https://warman.ca/678/Off-Leash-Dog-Park. Supporting park-system context: https://warman.ca/466/Parks-Playgrounds. Licensing source: https://warman.ca/801/Pet-Licensing-Animal-Services. Warman's own pages conflict on acreage, so this record deliberately avoids a precise size claim until the city reconciles that detail.</p>","<p>Warman Off-Leash Dog Park is Warman's official fenced municipal off-leash space on Central Street at the city's east entrance, with published walking paths, waste stations, and a small pond area.</p>",,Sat Jul 25 2026 12:00:00 GMT+0000 (Coordinated Universal Time),"Warman Off-Leash Dog Park | Warman, Saskatchewan","Source-backed guide to Warman Off-Leash Dog Park, including the city's Central Street location context, fenced status, published amenities, licensing rules, and acreage discrepancy note.",,,
